Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,Email,Phone No.,Principal Name,Local Authority Description,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Female,Male,Total
2023,17296S,S N Baile na hInse,Ballinahinch,Birdhill,Co. Tipperary,,Tipperary,V94R234,53,-8,ballinahinchns@gmail.com,061379404,Shane McGrath,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,55,59,114
2023,17297U,S N FEARGHAIL NAOFA,Main Street,Killeagh,Co. Cork,,Cork,P36CP74,52,-8,linda.bashford@stfergals.ie,02495250,Linda Bashford,Cork County Council,N,No subjects through Irish,N,N,Catholic,91,115,206
2023,17298W,KILBEHENNY N S,KILBEHENNY,MITCHELSTOWN,CO CORK,,Limerick,P67HR64,52,-8,kilbehennyns2015@gmail.com,02584337,Mark O'Connell,Limerick County Council,N,No subjects through Irish,N,N,Catholic,44,55,99
2023,17299B,SCOIL MHUIRE,Effin,Kilmallock,Co. Limerick,,Limerick,V35RH51,52,-9,effinns@gmail.com,0867768993,Anne Maria Murphy,Limerick County Council,N,No subjects through Irish,N,N,Catholic,39,44,83
2023,17300G,LIOS MAIGHIR,Lismire,Newmarket,Co. Cork,,Cork,P51R156,52,-9,secretary@lismirens.com,02960531,µil¡n Fitzgerald,Cork County Council,N,No subjects through Irish,N,N,Catholic,25,25,50
2023,17301I,S N TEACH CAOIN,CLAR CLOINNE MHUIRIS,CO MAYO,,,Mayo,F12H2V5,54,-9,taugheenns@gmail.com,0949362420,Barry Brett,Mayo County Council,N,No subjects through Irish,N,N,Catholic,28,19,47
2023,17304O,ANNACURRA N S,Annacurra,Tinahely,Co. Wicklow,,Wicklow,Y14TX83,53,-6,office@annacurrans.ie,040236669,Annette Dolan,Wicklow County Council,N,No subjects through Irish,N,N,Catholic,70,59,129
2023,17312N,S N CUL AN MHUILINN,CULMULLEN,DRUMREE,CO MEATH,,Meath,A85D212,53,-7,nlynch@culmullenns.ie,018259883,Niamh Therese Lynch,Meath County Council,N,No subjects through Irish,N,N,Catholic,53,68,121
2023,17313P,OUR LADY OF LOURDES,Ballinlough Road,Cork,,,Cork,T12RR98,52,-8,info@ourladyoflourdesns.com,0214963616,Mercedes Campion,Cork City Council,N,No subjects through Irish,N,N,Catholic,224,,224
2023,17314R,SCOIL NAOMH EOIN DEA,Upper New Street,Kilkenny,,,Kilkenny,R95E221,53,-7,principal@stjohnofgodkk.ie,0567721290,Conor Gorey,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,344,,344
2023,17315T,SCOIL DAIRBHRE MIXED,Readypenny,Dundalk,Co. Louth,,Louth,A91DR12,54,-6,schdarver.ias@gmail.com,0429379280,Emily Scully,Louth County Council,N,No subjects through Irish,N,N,Catholic,48,38,86
2023,17318C,SCOIL AN LEINBH IOSA BOYS SENIORS,Larkhill Road,Whitehall,Dublin 9,,Dublin,D09K104,53,-6,secretary@holychildbns.ie,018372472,Cathy Timmons,Dublin City Council,N,No subjects through Irish,N,N,Catholic,,303,303
2023,17321O,S N AN COILL MHOR,Newport,Co. Mayo,,,Mayo,F28VF68,54,-9,cuilmorens@gmail.com,09841890,Tracy Hanley,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,7,10,17
2023,17323S,MONKSTOWN N S,Chapel Hill,Monkstown,Co. Cork,,Cork,T12RX23,52,-8,info@scoilbarranaofa.ie,0214842159,Orla O Shea,Cork County Council,N,No subjects through Irish,N,N,Catholic,108,90,198
2023,17324U,SCOIL NAOMH BREANDAN,Hollymount,Rathmore,Co. Cork,,Cork,P51A562,52,-9,hollymountns@gmail.com,0647758269,Caroline Ruis‚al,Cork County Council,N,No subjects through Irish,N,N,Catholic,13,8,21
2023,17326B,SN NAOMH FEIDHLIM BOYS SNR SCH,Farnham Street,Cavan,,,Cavan,H12YN73,54,-7,office@stfelimsnscavan.ie,0494332366,Anne Donnellan,Cavan County Council,Y,No subjects through Irish,N,N,Catholic,5,260,265
2023,17327D,Holy Family Primary School,Ardmore road,Mullingar,Co. Westmeath,,Westmeath,N91AK6W,54,-7,holyfamilymullingar@gmail.com,0449330168,Michael Molloy,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,219,218,437
2023,17328F,SCOIL ROISIN,An Cloch n Liath,Co. Dh£n na nGall,,,Donegal,F94WF64,55,-8,scoilroisin@live.ie,0749521047,Siubh n Ferry,Donegal County Council,Y,Some subjects through Irish,Y,N,Catholic,31,35,66
2023,17329H,S N PAROISTEACH,Boyle,Co. Roscommon,,,Roscommon,F52H280,54,-8,pnsboyle@gmail.com,0719663555,Mary B Lynch,Roscommon County Council,N,No subjects through Irish,N,N,Church Of Ireland,12,17,29
2023,17330P,SCOIL N MOLING-GLYNN,Glynn,Saint Mulllins,Co. Carlow,,Carlow,R95XH58,53,-7,principal@scoilmoling.net,051424892,Caitr¡ona Kelly,Carlow County Council,N,No subjects through Irish,N,N,Catholic,23,30,53
2023,17331R,S N AN DROMA,Ballinakill,Loughrea,Co. Galway,,Galway,H62AK49,53,-8,drimnationalschool@gmail.com,0866659033,Rita McMahon,Galway County Council,N,No subjects through Irish,N,N,Catholic,15,14,29
2023,17332T,ST MARYS PAROCHIAL SCHOOL,Western Road,Clonmel,,,Tipperary,E91HK58,52,-8,office@stmarysparochialschool.com,0879345314,Mair‚ad Hogan,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Church Of Ireland,14,10,24
2023,17336E,S N MHUIRE BAINRIOGHAN,Frankfort,Dunkerrin,Birr,Co. Offaly,Offaly,E53ED76,53,-8,office@dunkerrinns.net,050545252,Simone Mitchell,Offaly County Council,N,No subjects through Irish,N,N,Catholic,36,39,75
2023,17338I,S N CILL BONAIN,Knocknahilan,Aherla,Co. Cork,,Cork,P31WK25,52,-9,kilbonaneprincipal@gmail.com,0217331730,Cathal Brophy,Cork County Council,N,No subjects through Irish,N,N,Catholic,45,53,98
2023,17339K,S N NAOMH CHIARAIN,Rathdowney Road,Johnstown,Co. Kilkenny,,Kilkenny,E41N820,53,-8,johnstownns@gmail.com,0568831611,John Curran,Kilkenny County Council,Y,No subjects through Irish,N,N,Catholic,41,47,88
2023,17341U,MAYNOOTH B N S,Moyglare Road,Maynooth,Co. Kildare,,Kildare,W23Y598,53,-7,schooloffice@maynoothbns.ie,016293021,Daniel Kirwan,Kildare County Council,N,No subjects through Irish,N,N,Catholic,,626,626
2023,17349N,S N AN LEANA MHOIR,Lenamore,Ballylongford,Co. Kerry,,Kerry,V31F702,53,-9,info@lenamorenskerry.ie,06843941,Ms Tara Mulvihill,Kerry County Council,Y,No subjects through Irish,N,N,Catholic,5,3,8
2023,17351A,S N NAOMH MHUIRE,Bishopscourt,Ballygunner,Waterford,,Waterford,X91HF65,52,-7,office@ballygunner.ie,051878388,Killian O'Reilly,Waterford City Council,N,No subjects through Irish,N,N,Catholic,283,372,655
2023,17353E,S N CILL TROSTAIN,STROKESTOWN,CO ROSCOMMON,,,Roscommon,F42K250,54,-8,kiltrustannationalschool@gmail.com,0719633965,Sin‚ad Fallon,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,15,26,41
2023,17354G,S N PADRAIG,Island Upper,Craanford,Co. Wexford,,Wexford,Y25Y825,53,-6,craanfordns@gmail.com,0539428333,Stephen Hayes,Wexford County Council,N,No subjects through Irish,N,N,Catholic,70,83,153
2023,17355I,Muire na Dea Coirle Girls Senior,Mourne Road,Drimnagh,Dublin 12,,Dublin,D12XD51,53,-6,secretary@olgcgns.ie,014557011,Paul Ryan,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,140,13,153
2023,17356K,OUR LADY OF GOOD COUNSEL SCHOOL,Mourne Road,Drimnagh,Dublin 12,,Dublin,D12E228,53,-6,infantschoolsecretary@gmail.com,014556594,Caoimhe Warren,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,67,64,131
2023,17357M,S N BAILE AN PHIULL,Kildalton,Piltown,Co. Kilkenny,,Kilkenny,E32DE27,52,-7,piltownns@gmail.com,051643498,Philip Kennedy,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,119,168,287
2023,17358O,S N NAOMH EIRC,Cill Mhaoile,Ard Fhearta,Co. Chiarrai,,Kerry,V92W942,52,-10,office@scoilnaomheirc.ie,0667133376,ROSEMARIE LAWLOR,Kerry County Council,N,No subjects through Irish,N,N,Catholic,43,47,90
2023,17360B,S N MHUIRE,Rathpeacon,Mallow Road,Cork,,Cork,T23F799,52,-8,office.rathpeaconns@gmail.com,0214394265,Susanna Farrell O'Neill,Cork City Council,N,No subjects through Irish,N,N,Catholic,158,172,330
2023,17362F,S N BREANDAN NAOFA,RATHCOOLE,MALLOW,CO CORK,,Cork,P51A038,52,-9,stbrendansrathcoole@gmail.com,02958410,Michael Horan,Cork County Council,N,No subjects through Irish,N,N,Catholic,45,40,85
2023,17363H,SN CROS TSEAIN,Crosshaven Boy's NS,Crosshaven,Cork,,Cork,P43W993,52,-8,info@crosshavenbns.com,0214831681,Colm Lyons,Cork County Council,N,No subjects through Irish,N,N,Catholic,,225,225
2023,17364J,SCOIL BAILE AN AIRD,Ballinard,Herbertstown,Co. Limerick,,Limerick,V35KX63,53,-8,herbertstownns@gmail.com,061385340,Carmel Heelan,Limerick County Council,N,No subjects through Irish,N,N,Catholic,58,37,95
2023,17365L,Two Mile Community National School,Aughaleemore,Killarney,Co. Kerry,,Kerry,V93WD82,52,-10,principal@twomilecns.ie,0646633018,Catherine Barry,Kerry County Council,N,No subjects through Irish,N,N,Multi Denominational,22,28,50
2023,17367P,"Mary, Help of Christians G.N.S.",Navan Road,Dublin 7,,,Dublin,D07EH68,53,-6,principal@maryhelpofchristians.ie,018380471,Renee Moran,Dublin City Council,N,No subjects through Irish,N,N,Catholic,374,,374
2023,17368R,CROI RONAOFA MEASCAITHE,Corralough,Williamstown,Co. Galway,,Galway,F45K466,54,-9,nswilliamstown@gmail.com,0949643124,James Coyne,Galway County Council,Y,No subjects through Irish,N,N,Catholic,46,54,100
2023,17373K,S N CLOCHAR MHUIRE,St John's Road,Wexford,,,Wexford,Y35X084,52,-6,officemercy@gmail.com,0539123294,Eamonn Codd,Wexford County Council,N,No subjects through Irish,N,N,Catholic,182,192,374
2023,17374M,S N CHRION CHOILL,Gathabawn,via Thurles,Co. Kilkenny,,Kilkenny,E41PW90,53,-7,info@gathabawnns.ie,0568832111,AnneMarie Tierney,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,16,18,34
2023,17432A,MAGH MORA N S,MOYVORE,MULLINGAR,CO WESTMEATH,,Westmeath,N91FA00,54,-8,moyvorens@eircom.net,0449355375,Joanne Maguire,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,17,13,30
2023,17438M,SHANAGOLDEN N S,Shanagolden,Co. Limerick,,,Limerick,V94H642,53,-9,shanagoldenns.ias@gmail.com,06960215,Thomas O' Malley,Limerick County Council,N,No subjects through Irish,N,N,Catholic,64,55,119
2023,17440W,S N NAOMH MAODHOG,Currin,Ballyconnell,Co. Cavan,,Cavan,H14Y861,54,-8,currinschool@gmail.com,0499526562,Kieran Conefrey,Cavan County Council,N,No subjects through Irish,N,N,Catholic,33,31,64
2023,17441B,SCOIL MHUIRE,WOLFHILL,ATHY,Co Laois,,Laois,R14C521,53,-7,wolfhillns@gmail.com,0598635718,CAITLIN BN UI BHEOLAIN,Laois County Council,Y,No subjects through Irish,N,N,Catholic,7,11,18
2023,17443F,S N FIONNTAIN,Chapel Street,Taghmon,Co. Wexford,,Wexford,Y35NP27,52,-7,stfintanstaghmon@gmail.com,0539134219,Geraldine Doyle,Wexford County Council,Y,No subjects through Irish,N,N,Catholic,85,91,176
2023,17444H,S N SEOSAMH NAOFA,Carrabane,Athenry,Co. Galway,,Galway,H65YK19,53,-9,office@carrabanens.org,091842458,Gerard Murray,Galway County Council,N,No subjects through Irish,N,N,Catholic,108,96,204
2023,17447N,S N CRANNAIGHE BUIDHE,Crann¢g Bu¡,Ardara,Co. Donegal,,Donegal,F94H422,55,-8,crannogbui1946@gmail.com,0749541002,Marguerite Melly,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,19,32,51
2023,17450C,S N MHAODHOIG,Poulfur,Fethard-On-Sea,Co. Wexford,,Wexford,Y34DC82,52,-7,scoilmhaodhoigpoulfur@gmail.com,051397193,Domini Bean Mhic àda,Wexford County Council,N,No subjects through Irish,N,N,Catholic,109,122,231
2023,17456O,S N RONAIN,Cill Ron in,Inis M¢r,Co. na Gaillimhe,,Galway,H91ED89,53,-10,scoilronain@gmail.com,09961310,F¡ona U¡ Dhior in,Galway County Council,Y,All subjects through Irish,Y,Y,Catholic,19,21,40
2023,17459U,CHRIST THE KING I G,Annaly Road,Cabra,Dublin 7,,Dublin,D07HV12,53,-6,ckjgns@gmail.com,0861289602,Clare Geoghegan,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,39,,39
2023,17462J,SCOIL NAIS MHICHIL,Newtown,Borris,Co. Carlow,,Carlow,R95TP30,53,-7,office@stmichaelsnewtown.ie,0599724499,Laura Lanigan,Carlow County Council,N,No subjects through Irish,N,N,Catholic,22,22,44
2023,17463L,S N BRIOCAIN,AN GORT MàR,ROS MUC,CO NA GAILLIMHE,,Galway,H91V5X0,53,-10,snbhriocain1@gmail.com,091574303,MICHAEL à MµILLE,Galway County Council,Y,All subjects through Irish,Y,N,Catholic,9,9,18
2023,17464N,Fionnbarra Naofa B.N.S.,Kilkieran Road,Cabra West,Dublin 7,,Dublin,D07A522,53,-6,office@stfinbarrsbns.ie,018380060,Eoin Clerkin,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,,118,118
2023,17465P,DOMINICAN CONVENT GIRLS SENIOR SCHOOL,RATOATH ROAD,CABRA WEST,DUBLIN 7,,Dublin,D07V045,53,-6,principalstcatherinessns@gmail.com,018387194,MICHELLE O'FARRELL,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,140,,140
2023,17466R,ST CATHERINES INFANT SCHOOL,Ratoath Road,Cabra,Dublin 7,,Dublin,D07TP21,53,-6,principal@stcatherinesinfants.com,018684046,S¡le Carroll (Acting),Dublin City Council,Y,No subjects through Irish,N,N,Catholic,81,31,112
2023,17469A,SCOIL CUILM CILLE,BALLINDRAIT,LIFFORD,CO DONEGAL,,Donegal,F93Y227,55,-8,scoilcholmcille@hotmail.com,0749145705,Fiona Farry,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,18,19,37
2023,17470I,ST RAPHAELAS N S,Saint Raphaela's Road,Stillorgan,Blackrock,Co. Dublin,Dublin,A94R7N8,53,-6,Secretary@straphaelasns.ie,012886878,Laura Corry,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,412,,412
2023,17471K,S N SHEAN BHOTH,Rosbercon,New Ross,,,Wexford,Y34V129,52,-7,shanboghns@gmail.com,051880308,Mary McDonald,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,15,18,33
2023,17472M,BAILE FALBACH,Jordanstown,Lusk,Co. Dublin,,Dublin,K45YP02,54,-6,hedgestownnationalschool@gmail.com,018438372,Damien O'Donoghue,Fingal County Council,N,No subjects through Irish,N,N,Catholic,37,42,79
2023,17475S,S N AINE NAOFA,Loughcutra,Gort,Co. Galway,,Galway,H91C6D6,53,-9,loughcutrans@gmail.com,091633242,Amy Mulkerrins,Galway County Council,N,No subjects through Irish,N,N,Catholic,37,56,93
2023,17479D,SCOIL MHUIRE,Lacken,Ballinagh,Co. Cavan,,Cavan,H12E171,54,-7,scoilmhuirelacken@gmail.com,0494337822,Jill Masterson (Acting Principal),Cavan County Council,Y,No subjects through Irish,N,N,Catholic,54,41,95
2023,17480L,S N BAILE CHEANT,Kentstown,Navan,Co. Meath,,Meath,C15YK73,54,-7,principalkentstownns@gmail.com,0419825458,Kieran Watters,Meath County Council,N,No subjects through Irish,N,N,Catholic,101,117,218
2023,17481N,ST BRENDANS N S,Drummond,Saint Mullins,Co. Carlow,via Kilkenny,Carlow,R95DX24,52,-7,admin@drummondns.ie,051424744,Cheryl Brennan,Carlow County Council,N,No subjects through Irish,N,N,Catholic,15,11,26
2023,17482P,CLOGHER NS,Clogher,Claremorris,Co. Mayo,,Mayo,F12RC95,54,-9,principal@holyangelsns.ie,0949360316,ADRIAN ORMSBY,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,22,15,37
2023,17483R,CARRAHOLLY N S,Rusheen,Carrowholly,Westport,Co. Mayo,Mayo,F28VX94,54,-10,carrowhollyschool@gmail.com,09839213,Marese Cannon,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,33,34,67
2023,17485V,S N PADRAIG NAOFA,Fohenagh,Ahascragh,Ballinasloe,Co. Galway,Galway,H53PN72,53,-8,stpatricksnsfoh@gmail.com,0909688148,Eimear Mulvey,Galway County Council,N,No subjects through Irish,N,N,Catholic,10,12,22
2023,17486A,S N CLEIREACHAIN,CLERIHAN,CLONMEL,,,Tipperary,E91WP77,52,-8,officeclerihan@gmail.com,0526135400,Mrs. Denise Fleming,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,82,116,198
2023,17487C,SCOIL NAIS CATHAIR CHINN LIS,Caherconlish,Co. Limerick,,,Limerick,V94X4A8,53,-8,office@caherconlishns.ie,061351844,Patrick Ryan,Limerick County Council,N,No subjects through Irish,N,N,Catholic,59,65,124
2023,17488E,SN AN AILL BHREACH,Aillebrack,Ballyconneely,Co Galway,,Galway,H71EP65,53,-10,aillebrackns.ias@eircom.net,09523988,Marion McDermott,Galway County Council,Y,No subjects through Irish,N,N,Catholic,13,25,38
2023,17489G,S N FIONNTAN NAOFA,Abbeyleix,Portlaoise,Co. Laois,,Laois,R32F899,53,-7,shanahoens@gmail.com,0578739715,Barry Whelan,Laois County Council,N,No subjects through Irish,N,N,Catholic,31,34,65
2023,17490O,S N LORCAIN NAOFA,Tynagh,Loughrea,Co. Galway,,Galway,H62AW74,53,-8,info@tynaghns.ie,0909745439,Laura Clarke,Galway County Council,N,No subjects through Irish,N,N,Catholic,22,20,42
2023,17493U,ROSENALLIS N S,ROSENALLIS,CO LAOIS,,,Laois,R32Y674,53,-7,office@rosenallisns.com,0578628663,Rory Walsh,Laois County Council,N,No subjects through Irish,N,N,Catholic,37,51,88
2023,17494W,S N AN RATH MHOR,RATHMORE,ATHBOY,CO MEATH,,Meath,C15X525,54,-7,nsrathmore@gmail.com,0469432359,Michael McCann,Meath County Council,N,No subjects through Irish,N,N,Catholic,33,31,64
2023,17498H,S N NAOMH SHEOSAMH,TOOMEVARA,NENAGH,CO TIPPERARY,,Tipperary,E45VH70,53,-8,info@toomevarans.com,06726088,GEORGE FREND,Tipperary (Nr) County Council,Y,No subjects through Irish,N,N,Catholic,43,49,92
2023,17500O,S N MUIRE MXD,Barndarrig,Co. Wicklow,,,Wicklow,A67R296,53,-6,principalbarndarrigns@gmail.com,040448322,Eimear O'Dwyer,Wicklow County Council,N,No subjects through Irish,N,N,Catholic,8,18,26
2023,17501Q,Bennekerry National School,Bennekerry,Co. Carlow,,,Carlow,R93D535,53,-7,bennekerry@gmail.com,0599143495,Julie Fitzmaurice,Carlow County Council,N,No subjects through Irish,N,N,Catholic,203,190,393
2023,17502S,S N NAOMH THOMAIS,TOBAR PHEADAR,GAILLIMH,,,Galway,H91TP89,53,-9,peterswellschool1944@gmail.com,0858747269,Michael Mulkerrins,Galway County Council,N,No subjects through Irish,N,N,Catholic,27,29,56
2023,17503U,S N ADHAMHNAIN,An Luinnigh,Doire Beaga,Leitir Ceanainn,Co. Dhun na nGall,Donegal,F92C963,55,-8,office@scoilluinnigh.com,0749531547,Donna U¡ Fhearraigh,Donegal County Council,Y,All subjects through Irish,Y,N,Catholic,73,55,128
2023,17505B,S N CILL RUADHAIN,Glanmire,Co. Cork,,,Cork,T45CA19,52,-8,principal@brooklodgens.net,0214866044,Joe Nolan,Cork County Council,N,No subjects through Irish,N,N,Catholic,173,201,374
2023,17506D,S N BREANDAN NAOFA,Duniry,Kylebrack East,Loughrea,Co. Galway,Galway,H62VK28,53,-8,office@duniryns.ie,0909745582,Jacinta Larkin,Galway County Council,N,No subjects through Irish,N,N,Catholic,26,17,43
2023,17507F,S N PADRAIG NAOFA,Ballybetagh Road,Kiltiernan,Co. Dublin,,Dublin,D18H504,53,-6,principal@glencullenschool.ie,012954255,Ed Bourke,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,73,91,164
2023,17508H,S N NAOMH CHOLUMCHILLE,DURROW,TULLAMORE,CO OFFALY,,Offaly,R35XY40,53,-8,info@durrowns.com,0579332433,James Hogan,Offaly County Council,N,No subjects through Irish,N,N,Catholic,109,94,203
2023,17510R,S N TREASA NFA,BALLYELLIS,GOREY,CO WEXFORD,,Wexford,Y25P620,53,-6,ballyellisns@gmail.com,0539426159,ENDA MORRIS,Wexford County Council,N,No subjects through Irish,N,N,Catholic,45,60,105
2023,17511T,S N BAILE AN IUBHAIR,Thurles,Co. Tipperary,,,Tipperary,E41PP30,53,-8,mnighliasain@hotmail.com,0529156807,Margaret Gleeson,Tipperary (Sr) County Council,Y,No subjects through Irish,N,N,Catholic,9,10,19
2023,17512V,S N FLANNAIN NAOFA,Rathcabbin,Roscrea,Co. Tipperary,,Tipperary,R42TK23,53,-8,principal@rathcabbinns.ie,0579139008,Conor D'Arcy,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,30,30,60
2023,17513A,S N CILL BHRIGHDE,Kilbride,Trim,Co. Meath,,Meath,C15EK88,54,-7,officekilbridenstrim@gmail.com,0469431945,Deirdre Murphy,Meath County Council,N,No subjects through Irish,N,N,Catholic,84,107,191
2023,17514C,S N Cluain na nGall,Main Street,Clonegal,Co Carlow,,Carlow,Y21XK73,53,-7,clonegalns@gmail.com,0539377513,Ms. Mary Henry,Carlow County Council,N,No subjects through Irish,N,N,Catholic,66,73,139
2023,17515E,S N ACHADH BOLG,Aghabullogue,Co. Cork,,,Cork,P12P406,52,-9,office@aghabulloguens.com,0217334727,Michael Mather,Cork County Council,N,No subjects through Irish,N,N,Catholic,46,60,106
2023,17517I,DOOLIN MIXED N S,Ennis,Co. Clare,,,Clare,V95TC66,53,-9,doolinns@gmail.com,0657074403,Michelle Moroney,Clare County Council,N,No subjects through Irish,N,N,Catholic,48,56,104
2023,17519M,S N CAISLEAN DOCHRAILL,Ballycarney,Enniscorthy,Co. Wexford,,Wexford,Y21N968,53,-7,castledockrellnschool@gmail.com,0539388892,Emer Stone,Wexford County Council,N,No subjects through Irish,N,N,Catholic,15,10,25
2023,17520U,S N MHUIRE,ROBINSTOWN,NAVAN,CO MEATH,,Meath,C15YK66,54,-7,office@robinstownns.com,0469029583,Shane Foley,Meath County Council,N,No subjects through Irish,N,N,Catholic,73,94,167
2023,17521W,S N COLMCILLE,Skryne,Tara,Co. Meath,,Meath,C15NV99,54,-7,info@skrynenationalschool.ie,0469025003,Tom Brennan,Meath County Council,N,No subjects through Irish,N,N,Catholic,108,107,215
2023,17522B,KNOCKANORE N S,Knockanore,Tallow,Co. Waterford,,Waterford,P51XK58,52,-8,knockanorens1945@gmail.com,02497101,Deirdre Nagle O'Donovan,Waterford County Council,N,No subjects through Irish,N,N,Catholic,54,46,100
2023,17523D,S N CRONAIN NAOFA,DRUM UI CIANAIN,ROSCREA,CO TIPPERARY,,Offaly,E53PK37,53,-8,dromakeenan.ias@gmail.com,050521863,Brendan Hamany,Offaly County Council,N,No subjects through Irish,N,N,Catholic,99,90,189
2023,17526J,S N ABBAIN,Adamstown,Enniscorthy,Co. Wexford,,Wexford,Y21VY56,52,-7,principal@adamstownns.ie,0539240694,Claire Kickham,Wexford County Council,Y,No subjects through Irish,N,N,Catholic,62,78,140
2023,17527L,SCOIL BHRUGH THUINNE,Churchtown,Mallow,Co. Cork,,Cork,P51KN79,52,-9,office@churchtownns.ie,02223656,Marie Crowley,Cork County Council,N,No subjects through Irish,N,N,Catholic,64,59,123
2023,17528N,S N NAOMH CAITRIONA,Conna,Co. Cork,,,Cork,P51EY05,52,-8,office@connans.com,05859440,Claire Flynn,Cork County Council,N,No subjects through Irish,N,N,Catholic,80,81,161
2023,17529P,S N IOMAIR NAOFA,Brackloon,Kiltullagh,Athenry,Co. Galway,Galway,H65C670,53,-9,brackloonns2011@gmail.com,091848376,Danny O'Connor,Galway County Council,N,No subjects through Irish,N,N,Catholic,15,12,27
2023,17531C,Baile na Mona,Bailieboro,Co. Cavan,,,Cavan,A82W264,54,-7,office@ballinamoneyns.ie,0429665960,Siobh n Smith,Cavan County Council,N,No subjects through Irish,N,N,Catholic,56,58,114
2023,17532E,S N DRUIM SLAOD,Cross Hill,Ballycroy,Westport,Co. Mayo,Mayo,F28PD70,54,-10,scoilnaomhbhride4@hotmail.com,09849201,Leona Healy,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,7,5,12
